"filename", "language", "GDResource", "GDScript", "gdshader", "GDScene", "Markdown", "JSON", "XML", "Shell Script", "Properties", "C#", "comment", "blank", "total"
"d:\Programming\Godot\Astra\Character\NPC\animations\death\03.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\death\04.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\death\1.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\death\2.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\eyes.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\hair.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\hair1.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\hair2.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\hair3.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\hair4.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\hair5.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\hair6.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\idle\0.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\idle\1.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\idle\boots.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\idle\eyes.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\idle\hair.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\idle\legs.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\idle\skin.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\idle\torso.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\legs.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\skin.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\torso.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\walkdown\0.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\walkdown\1.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\walkdown\2.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\walkdown\3.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\walkdown\4.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\walkdown\maya\1.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\walkdown\maya\2.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\walkdown\maya\3.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\walkdown\maya\4.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\walkdown\original\1.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\walkdown\original\2.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\walkdown\original\3.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\walkdown\original\4.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\walkside\0.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\walkside\1.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\walkside\2.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\walkside\3.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\walkside\4.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\walkside\5.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\walkside\6.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\walkside\7.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\walkup\0.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\walkup\1.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\walkup\2.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\walkup\3.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\NPC\animations\walkup\4.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\Player.gd", "GDScript", 0, 278, 0, 0, 0, 0, 0, 0, 0, 0, 30, 108, 416
"d:\Programming\Godot\Astra\Character\Player\Player.tscn", "GDScene", 0, 0, 0, 250, 0, 0, 0, 0, 0, 0, 0, 27, 277
"d:\Programming\Godot\Astra\Character\Player\PlayerSaveFile.gd", "GDScript", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 43
"d:\Programming\Godot\Astra\Character\Player\UVmap.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\death\0.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\death\00.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\death\01.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\death\02.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\death\03.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\death\04.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\death\1.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\death\2.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\idle\0.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\idle\1.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\idle\character.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\walkdown\0.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\walkdown\1.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\walkdown\2.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\walkdown\3.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\walkdown\4.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\walkdown\5.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\walkdown\6.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\walkdown\7.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\walkdown\maya\1.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\walkdown\maya\2.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\walkdown\maya\3.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\walkdown\maya\4.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\walkdown\original\1.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\walkdown\original\2.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\walkdown\original\3.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\walkdown\original\4.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\walkside\0.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\walkside\1.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\walkside\2.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\walkside\3.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\walkside\4.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\walkside\5.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\walkside\6.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\walkside\7.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\walkup\0.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\walkup\1.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\walkup\2.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\walkup\3.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\walkup\4.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\walkup\5.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\walkup\6.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\animations\walkup\7.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Character\Player\sounds\walk.ogg.import", "GDResource", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20
"d:\Programming\Godot\Astra\Conversation\DialogManager.gd", "GDScript", 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20, 82
"d:\Programming\Godot\Astra\Conversation\Dialogs.gd", "GDScript", 0, 147, 0, 0, 0, 0, 0, 0, 0, 0, 9, 11, 167
"d:\Programming\Godot\Astra\Conversation\TextBox.gd", "GDScript", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18, 58
"d:\Programming\Godot\Astra\Conversation\TextBox.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Conversation\TextBox.tscn", "GDScene", 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 9, 47
"d:\Programming\Godot\Astra\Default.profile", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 11
"d:\Programming\Godot\Astra\DefaultSave\worlds\save_file.tres", "GDResource", 299, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 331
"d:\Programming\Godot\Astra\Editor\Console.gd", "GDScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 24
"d:\Programming\Godot\Astra\Editor\Editor.gd", "GDScript", 0, 145, 0, 0, 0, 0, 0, 0, 0, 0, 33, 56, 234
"d:\Programming\Godot\Astra\Editor\EditorCamera.gd", "GDScript", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 45
"d:\Programming\Godot\Astra\Editor\Inventory\Inventory.gd", "GDScript", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 68
"d:\Programming\Godot\Astra\Editor\Inventory\Inventory.tscn", "GDScene", 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 14, 116
"d:\Programming\Godot\Astra\Editor\Inventory\Slot.gd", "GDScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17
"d:\Programming\Godot\Astra\Editor\Inventory\Slot.tscn", "GDScene", 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 10, 57
"d:\Programming\Godot\Astra\Editor\ShipEditor.gd", "GDScript", 0, 177, 0, 0, 0, 0, 0, 0, 0, 0, 9, 70, 256
"d:\Programming\Godot\Astra\Editor\ShipValidator.gd", "GDScript", 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 113
"d:\Programming\Godot\Astra\Editor\Tools\Tool.gd", "GDScript", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 26
"d:\Programming\Godot\Astra\Editor\Tools\builder.tres", "GDResource", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"d:\Programming\Godot\Astra\Editor\Tools\connector.tres", "GDResource", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"d:\Programming\Godot\Astra\Editor\Tools\core.tres", "GDResource", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"d:\Programming\Godot\Astra\Editor\Tools\door.tres", "GDResource", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"d:\Programming\Godot\Astra\Editor\Tools\floor.tres", "GDResource", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"d:\Programming\Godot\Astra\Editor\Tools\helm.tres", "GDResource", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"d:\Programming\Godot\Astra\Editor\Tools\item.tres", "GDResource", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"d:\Programming\Godot\Astra\Editor\Tools\npc.tres", "GDResource", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"d:\Programming\Godot\Astra\Editor\Tools\thruster.tres", "GDResource", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"d:\Programming\Godot\Astra\Editor\Tools\wall.tres", "GDResource", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"d:\Programming\Godot\Astra\Effects\DebugTexture.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Effects\Explosion.gd", "GDScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\Programming\Godot\Astra\Effects\GameShader.gdshader", "gdshader", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 5, 15
"d:\Programming\Godot\Astra\Fonts\SpaceMono-Bold.ttf.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Fonts\SpaceMono-BoldItalic.ttf.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Fonts\SpaceMono-Italic.ttf.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Fonts\SpaceMono-Regular.ttf.import", "GDResource", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 40
"d:\Programming\Godot\Astra\Items\Item.gd", "GDScript", 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 150
"d:\Programming\Godot\Astra\Items\Item.tscn", "GDScene", 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 11, 71
"d:\Programming\Godot\Astra\Items\ItemSaveFile.gd", "GDScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 26
"d:\Programming\Godot\Astra\Items\ItemType.gd", "GDScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"d:\Programming\Godot\Astra\Items\ItemTypes\Bear.tres", "GDResource", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22
"d:\Programming\Godot\Astra\Items\ItemTypes\Bonbons.tres", "GDResource", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22
"d:\Programming\Godot\Astra\Items\ItemTypes\Chip.tres", "GDResource", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22
"d:\Programming\Godot\Astra\Items\ItemTypes\Coin.tres", "GDResource", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22
"d:\Programming\Godot\Astra\Items\ItemTypes\Compass.tres", "GDResource", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22
"d:\Programming\Godot\Astra\Items\ItemTypes\Disk.tres", "GDResource", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22
"d:\Programming\Godot\Astra\Items\ItemTypes\Gum.tres", "GDResource", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22
"d:\Programming\Godot\Astra\Items\ItemTypes\Kl94.tres", "GDResource", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22
"d:\Programming\Godot\Astra\Items\ItemTypes\Radio.tres", "GDResource", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22
"d:\Programming\Godot\Astra\Items\ItemTypes\Vape.tres", "GDResource", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22
"d:\Programming\Godot\Astra\Items\items_tilesheet.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Items\picked_up.wav.import", "GDResource", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 25
"d:\Programming\Godot\Astra\Lighting\BlueNoise.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Lighting\light.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Lighting\light_old.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Menu.gd", "GDScript", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21, 74
"d:\Programming\Godot\Astra\Quests\CustomSpawn\CustomObjectSpawn.gd", "GDScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"d:\Programming\Godot\Astra\Quests\CustomSpawn\ItemPreset.gd", "GDScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"d:\Programming\Godot\Astra\Quests\CustomSpawn\NPCPreset.gd", "GDScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"d:\Programming\Godot\Astra\Quests\Goal.gd", "GDScript", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 14
"d:\Programming\Godot\Astra\Quests\Quest.gd", "GDScript", 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 1, 41, 129
"d:\Programming\Godot\Astra\Quests\QuestManager.gd", "GDScript", 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18, 123
"d:\Programming\Godot\Astra\Quests\QuestSaveFile.gd", "GDScript", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 45
"d:\Programming\Godot\Astra\Quests\Task.gd", "GDScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 26
"d:\Programming\Godot\Astra\Quests\TaskSaveFile.gd", "GDScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 27
"d:\Programming\Godot\Astra\Quests\Tasks\0.tres", "GDResource", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"d:\Programming\Godot\Astra\Quests\Tasks\1.tres", "GDResource", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"d:\Programming\Godot\Astra\Quests\Tasks\2.tres", "GDResource", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"d:\Programming\Godot\Astra\Quests\Tasks\3.tres", "GDResource", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"d:\Programming\Godot\Astra\Quests\Tasks\4.tres", "GDResource", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"d:\Programming\Godot\Astra\Quests\Tasks\4001.tres", "GDResource", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"d:\Programming\Godot\Astra\Quests\Tasks\5.tres", "GDResource", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"d:\Programming\Godot\Astra\Quests\Tasks\5001.tres", "GDResource", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"d:\Programming\Godot\Astra\Quests\Tasks\6.tres", "GDResource", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"d:\Programming\Godot\Astra\Quests\Tasks\7.tres", "GDResource", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"d:\Programming\Godot\Astra\Quests\arrow.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Quests\quest_finished.mp3.import", "GDResource", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20
"d:\Programming\Godot\Astra\README.md", "Markdown", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 1, 19
"d:\Programming\Godot\Astra\Scenes\Credits.tscn", "GDScene", 0, 0, 0, 151, 0, 0, 0, 0, 0, 0, 0, 23, 174
"d:\Programming\Godot\Astra\Scenes\Editor.tscn", "GDScene", 0, 0, 0, 241, 0, 0, 0, 0, 0, 0, 0, 33, 274
"d:\Programming\Godot\Astra\Scenes\Game.tscn", "GDScene", 0, 0, 0, 415, 0, 0, 0, 0, 0, 0, 0, 58, 473
"d:\Programming\Godot\Astra\Scenes\Menu.tscn", "GDScene", 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 19, 141
